Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
toronto tint,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",170,7,2.30,1,51,0.82,HIGH,10200000,2025-12-13 20:48:31 +00:00,409.00,363.00,107.00,94.00,397.00,113.70,131.70,53.10,50.90,119.80,87.80,0.76,2.57
tints prices,https://mrtint.ca/pricing/,"commercial,navigational","ai_overview,people_also_ask,images,popular_products,people_also_search,related_searches",140,0,1.85,1,42,0.37,MEDIUM,5410000,2025-12-19 10:03:39 +00:00,3.00,1.00,3.00,3.00,3.00,297.50,45.40,3.80,3.60,5.50,3.80,0.79,1.72
ceramic tinting cost,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,people_also_ask,discussions_and_forums,images,people_also_search,related_searches",90,0,1.55,1,27,0.97,HIGH,1830000,2025-12-01 09:26:36 +00:00,3.00,1.00,3.00,3.00,3.00,361.00,36.80,1.90,1.80,3.20,2.20,0.64,1.86
mr tint toronto,https://mrtint.ca/,"commercial,navigational","people_also_ask,related_searches,google_reviews,knowledge_graph,images",90,0,2.73,1,27,0.44,MEDIUM,1110000,2025-11-10 04:58:18 +00:00,409.00,363.00,107.00,94.00,397.00,645.70,25.00,13.30,11.90,58.90,53.80,0.77,2.03
window tinting prices toronto,https://mrtint.ca/pricing/,"commercial,navigational","ai_overview,people_also_ask,local_pack,related_searches,images",90,0,1.32,1,27,0.85,HIGH,942000,2025-12-20 16:12:15 +00:00,3.00,1.00,3.00,3.00,3.00,203.10,36.10,19.70,18.80,48.00,40.10,0.64,1.61
window tinting toronto prices,https://mrtint.ca/pricing/,"commercial,navigational","ai_overview,people_also_ask,people_also_search,related_searches,images",90,0,1.32,1,27,0.85,HIGH,192000,2025-12-20 16:12:09 +00:00,3.00,1.00,3.00,3.00,3.00,199.20,36.10,19.70,18.80,48.00,40.10,0.64,1.61
ceramic tint cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,discussions_and_forums,images,popular_products,people_also_search,related_searches",70,0,1.43,1,21,0.86,HIGH,6380000,2025-12-01 09:26:22 +00:00,3.00,1.00,3.00,3.00,3.00,375.10,31.40,1.20,1.10,2.30,1.00,0.72,1.37
colour coating obscuring interior,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,transactional","ai_overview,people_also_ask,images,related_searches",70,0,,1,21,0.01,LOW,36300,2025-12-03 04:44:47 +00:00,,,,,,389.90,2.10,0.10,0.10,0.30,0.30,,
tail light tint near me,https://mrtint.ca/tail-light-tinting/,transactional,"local_pack,people_also_ask,popular_products,related_searches,images",70,0,0.65,1,21,0.88,HIGH,13500000,2025-10-02 02:40:15 +00:00,,,,,,,,,,,,,
tail light tinting near me,https://mrtint.ca/tail-light-tinting/,transactional,"local_pack,people_also_ask,related_searches,images",70,0,0.65,1,21,0.88,HIGH,1460000,2025-11-13 03:03:57 +00:00,,,,,,259.20,12.80,0.30,0.30,0.40,0.10,,
how much is window tinting,https://mrtint.ca/pricing/,"commercial,navigational","featured_snippet,people_also_ask,discussions_and_forums,images,popular_products,video,people_also_search,related_searches",720,0,2.33,2,116,0.55,MEDIUM,11500000,2025-11-09 06:51:27 +00:00,3.00,1.00,3.00,3.00,3.00,245.80,50.80,2.40,2.20,6.10,4.30,0.73,1.87
how much is window tinting for cars,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,images,discussions_and_forums,video,popular_products,people_also_search,related_searches",720,0,2.33,2,116,0.55,MEDIUM,10800000,2025-11-11 15:19:10 +00:00,3.00,1.00,3.00,3.00,3.00,240.30,37.30,2.10,1.90,5.40,3.10,0.73,1.87
auto tint price,https://mrtint.ca/pricing/,"transactional,commercial","featured_snippet,people_also_ask,popular_products,images,people_also_search,related_searches",390,0,2.13,2,63,0.42,MEDIUM,26600000,2025-11-22 22:32:40 +00:00,3.00,1.00,3.00,3.00,3.00,223.50,26.10,0.80,0.70,2.00,1.40,0.75,1.96
car tint price,https://mrtint.ca/pricing/,"commercial,transactional","popular_products,people_also_ask,images,people_also_search,related_searches",390,0,2.13,2,63,0.42,MEDIUM,38700000,2025-11-22 17:46:40 +00:00,3.00,1.00,3.00,3.00,3.00,266.30,55.20,3.80,3.70,7.30,5.10,0.75,1.96
tint car price,https://mrtint.ca/pricing/,commercial,"people_also_ask,popular_products,video,people_also_search,related_searches,images",390,0,2.13,2,63,0.42,MEDIUM,37300000,2025-11-09 01:54:45 +00:00,3.00,1.00,3.00,3.00,3.00,246.90,26.10,0.80,0.70,2.00,1.40,0.75,1.96
vehicle tint prices,https://mrtint.ca/pricing/,"transactional,commercial","ai_overview,people_also_ask,popular_products,people_also_search,related_searches,images",390,0,2.13,2,63,0.42,MEDIUM,8930000,2025-12-12 18:55:54 +00:00,3.00,1.00,3.00,3.00,3.00,218.90,6.10,0.20,0.20,0.20,0.00,0.75,1.96
auto tint cost,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,people_also_ask,video,images,people_also_search,related_searches",320,0,2.15,2,51,0.53,MEDIUM,26700000,2025-11-24 00:36:20 +00:00,3.00,1.00,3.00,3.00,3.00,199.50,17.10,1.40,1.30,2.60,1.60,0.77,1.87
window tint cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,images,discussions_and_forums,popular_products,people_also_search,related_searches",320,0,2.17,2,51,0.30,LOW,28700000,2025-12-13 01:37:29 +00:00,3.00,1.00,3.00,3.00,3.00,286.30,26.30,0.90,0.80,3.00,1.50,0.73,1.67
window tint price,https://mrtint.ca/pricing/,"transactional,commercial","people_also_ask,images,discussions_and_forums,popular_products,video,people_also_search,related_searches",320,0,1.85,2,51,0.57,MEDIUM,32600000,2025-12-13 01:36:02 +00:00,3.00,1.00,3.00,3.00,3.00,219.90,22.10,1.90,1.70,4.10,2.00,0.69,1.74
auto glass tinting cost,https://mrtint.ca/pricing/,"transactional,commercial","ai_overview,people_also_ask,people_also_search,related_searches,images",170,0,1.45,2,27,0.66,MEDIUM,2500000,2025-12-14 07:49:17 +00:00,3.00,1.00,3.00,3.00,3.00,220.40,37.80,1.80,1.60,4.10,2.90,0.72,1.57
car tinting cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,images,people_also_search,related_searches",170,0,1.45,2,27,0.66,MEDIUM,5200000,2025-12-14 07:18:19 +00:00,3.00,1.00,3.00,3.00,3.00,240.70,34.60,1.80,1.60,4.30,3.10,0.72,1.57
cheapest auto tint near me,https://mrtint.ca/pricing/,transactional,"local_pack,people_also_ask,people_also_search,related_searches",170,0,2.40,2,27,0.88,HIGH,10300000,2025-12-14 07:09:24 +00:00,3.00,1.00,3.00,3.00,3.00,215.80,51.50,14.60,14.20,20.00,13.80,0.90,2.70
tint car cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,popular_products,people_also_search,related_searches,images",170,0,1.45,2,27,0.66,MEDIUM,32000000,2025-12-13 20:48:28 +00:00,3.00,1.00,3.00,3.00,3.00,236.40,31.10,1.60,1.50,3.90,2.70,0.72,1.57
tint cost,https://mrtint.ca/pricing/,commercial,"people_also_ask,images,popular_products,people_also_search,related_searches",140,0,1.85,2,22,0.37,MEDIUM,78300000,2025-12-19 10:04:08 +00:00,3.00,1.00,3.00,3.00,3.00,273.40,36.50,1.80,1.60,3.40,2.20,0.79,1.72
window tint near me cost,https://mrtint.ca/pricing/,"transactional,commercial","ai_overview,people_also_ask,people_also_search,related_searches,images",140,0,1.56,2,22,0.85,HIGH,17500000,2025-11-12 06:55:56 +00:00,3.00,1.00,3.00,3.00,3.00,305.00,33.80,0.90,0.90,4.20,2.50,0.64,1.50
window tinting price near me,https://mrtint.ca/pricing/,"transactional,navigational","ai_overview,local_pack,people_also_ask,people_also_search,related_searches,images",140,0,1.56,2,22,0.85,HIGH,5900000,2025-12-19 09:18:21 +00:00,3.00,1.00,3.00,3.00,3.00,240.70,39.60,3.40,3.30,12.60,2.10,0.64,1.50
window tinting prices near me,https://mrtint.ca/pricing/,"navigational,transactional","local_pack,people_also_ask,people_also_search,related_searches",140,0,1.56,2,22,0.85,HIGH,3020000,2025-11-06 13:47:03 +00:00,3.00,1.00,3.00,3.00,3.00,304.70,19.90,7.70,7.70,22.10,17.30,0.64,1.50
ceramic tints cost,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,images,discussions_and_forums,popular_products,people_also_search,related_searches",90,0,1.55,2,14,0.97,HIGH,1260000,2025-11-12 16:38:18 +00:00,3.00,1.00,3.00,3.00,3.00,408.80,20.50,0.60,0.60,0.60,0.40,0.64,1.86
window tint near me prices,https://mrtint.ca/pricing/,"commercial,navigational,transactional","people_also_ask,people_also_search,popular_products,related_searches",70,0,1.97,2,11,0.90,HIGH,13800000,2025-11-12 21:01:49 +00:00,3.00,1.00,3.00,3.00,3.00,300.20,44.80,2.10,2.00,6.60,4.10,0.72,1.83
how much is it to tint car windows,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,discussions_and_forums,images,popular_products,related_searches",720,0,2.33,3,70,0.55,MEDIUM,16000000,2025-11-20 06:39:26 +00:00,3.00,1.00,3.00,3.00,3.00,233.00,26.30,0.90,0.80,3.00,1.50,0.73,1.87
how much tinted windows car,https://mrtint.ca/pricing/,commercial,"featured_snippet,people_also_ask,popular_products,video,related_searches,images",720,0,2.33,3,70,0.55,MEDIUM,23900000,2025-11-07 07:11:23 +00:00,3.00,1.00,3.00,3.00,3.00,282.20,40.70,1.00,0.90,3.30,2.50,0.73,1.87
auto window tint prices,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,people_also_ask,discussions_and_forums,images,people_also_search,related_searches",390,0,2.13,3,37,0.42,MEDIUM,16200000,2025-11-22 22:32:13 +00:00,3.00,1.00,3.00,3.00,3.00,259.50,50.20,2.50,2.30,7.10,4.40,0.75,1.96
car tinting windows price,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,popular_products,people_also_search,related_searches,images",390,0,2.13,3,37,0.42,MEDIUM,4070000,2025-11-07 09:19:10 +00:00,3.00,1.00,3.00,3.00,3.00,237.30,47.30,2.40,2.40,11.30,10.00,0.75,1.96
cost of auto window tinting,https://mrtint.ca/pricing/,"commercial,navigational,transactional","featured_snippet,people_also_ask,images,people_also_search,related_searches",390,0,2.13,3,37,0.42,MEDIUM,3110000,2025-11-09 02:23:33 +00:00,3.00,1.00,3.00,3.00,3.00,208.80,23.30,1.80,1.60,3.10,1.90,0.75,1.96
window tinting auto cost,https://mrtint.ca/pricing/,"commercial,transactional,navigational","ai_overview,people_also_ask,people_also_search,related_searches,images",390,0,2.13,3,37,0.42,MEDIUM,8600000,2025-12-12 18:41:08 +00:00,3.00,1.00,3.00,3.00,3.00,207.60,26.10,0.80,0.70,2.00,1.40,0.75,1.96
window tinting automotive prices,https://mrtint.ca/pricing/,"transactional,navigational,commercial","people_also_ask,popular_products,people_also_search,related_searches,images",390,0,2.13,3,37,0.42,MEDIUM,31000000,2025-11-22 11:08:36 +00:00,3.00,1.00,3.00,3.00,3.00,216.20,31.70,1.60,1.50,3.90,2.70,0.75,1.96
price of window tinting,https://mrtint.ca/pricing/,"commercial,navigational","people_also_ask,discussions_and_forums,popular_products,video,people_also_search,related_searches,images",320,0,1.85,3,31,0.57,MEDIUM,5850000,2025-11-09 02:53:21 +00:00,3.00,1.00,3.00,3.00,3.00,230.30,32.50,1.60,1.50,3.90,2.70,0.69,1.74
prices on tinted windows,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,discussions_and_forums,popular_products,people_also_search,related_searches,images",320,0,1.85,3,31,0.57,MEDIUM,20400000,2025-11-07 09:39:40 +00:00,3.00,1.00,3.00,3.00,3.00,240.00,32.50,1.60,1.50,3.90,2.70,0.69,1.74
windows tint cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,discussions_and_forums,popular_products,video,people_also_search,related_searches,images",320,0,2.17,3,31,0.30,LOW,14700000,2025-11-09 02:35:52 +00:00,3.00,1.00,3.00,3.00,3.00,256.10,37.90,2.00,1.80,4.40,3.00,0.73,1.67
auto window tinting cost,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,people_also_search,related_searches,images",170,0,1.18,3,16,0.17,LOW,3210000,2025-11-29 21:44:32 +00:00,3.00,1.00,3.00,3.00,3.00,186.00,26.10,0.80,0.70,2.00,1.40,0.65,1.64
car tint cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,images,popular_products,people_also_search,related_searches",170,0,1.45,3,16,0.66,MEDIUM,31600000,2025-12-14 07:07:49 +00:00,3.00,1.00,3.00,3.00,3.00,271.50,21.90,1.80,1.60,3.10,1.90,0.72,1.57
car tint windows cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,discussions_and_forums,popular_products,people_also_search,related_searches,images",170,0,1.73,3,16,0.12,LOW,6010000,2025-11-09 06:26:08 +00:00,3.00,1.00,3.00,3.00,3.00,259.90,17.90,1.40,1.30,2.60,1.60,0.73,1.72
car tints cost,https://mrtint.ca/pricing/,commercial,"featured_snippet,people_also_ask,popular_products,images,people_also_search,related_searches",170,0,1.45,3,16,0.66,MEDIUM,3930000,2025-11-26 11:26:04 +00:00,3.00,1.00,3.00,3.00,3.00,272.70,17.30,1.50,1.40,3.60,1.70,0.72,1.57
car window tint cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,video,popular_products,images,people_also_search,related_searches",170,0,1.73,3,16,0.12,LOW,17500000,2025-11-29 21:19:39 +00:00,3.00,1.00,3.00,3.00,3.00,236.30,22.70,1.90,1.70,4.10,2.00,0.73,1.72
car windows tinting cost,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,popular_products,video,people_also_search,related_searches",170,0,1.73,3,16,0.12,LOW,3610000,2025-11-12 06:42:28 +00:00,3.00,1.00,3.00,3.00,3.00,229.80,11.70,0.70,0.60,1.70,0.40,0.73,1.72
tinted windows cost near me,https://mrtint.ca/pricing/,"transactional,commercial","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",140,0,1.56,3,13,0.85,HIGH,27400000,2025-11-09 07:00:26 +00:00,3.00,1.00,3.00,3.00,3.00,279.00,19.00,0.60,0.60,1.90,1.30,0.64,1.50
window tinting cost near me,https://mrtint.ca/pricing/,"navigational,transactional,commercial","ai_overview,local_pack,people_also_ask,people_also_search,related_searches,images",140,0,1.56,3,13,0.85,HIGH,5860000,2025-11-26 16:35:27 +00:00,3.00,1.00,3.00,3.00,3.00,262.90,50.70,19.90,18.80,47.50,39.80,0.64,1.50
car tinting near me prices,https://mrtint.ca/pricing/,"commercial,navigational","people_also_ask,people_also_search,related_searches,images",90,0,2.08,3,8,1.00,HIGH,3570000,2025-11-12 16:54:05 +00:00,3.00,1.00,3.00,3.00,3.00,243.20,35.90,19.70,18.60,46.20,38.70,0.69,2.07
car tints near me prices,https://mrtint.ca/pricing/,"transactional,commercial","popular_products,people_also_ask,people_also_search,related_searches,images",90,0,2.08,3,8,1.00,HIGH,6580000,2025-11-12 17:04:21 +00:00,3.00,1.00,3.00,3.00,3.00,277.70,73.50,24.60,23.30,60.50,43.30,0.69,2.07
how much does tint cost for a 4 door car,https://mrtint.ca/pricing/,"commercial,informational","people_also_ask,popular_products,video,people_also_search,related_searches,images",70,0,0.94,3,6,0.46,MEDIUM,12100000,2025-11-10 12:49:29 +00:00,3.00,1.00,3.00,3.00,3.00,221.20,24.60,1.10,1.00,1.40,0.70,0.57,1.91
tail lights tint near me,https://mrtint.ca/tail-light-tinting/,transactional,"local_pack,people_also_ask,popular_products,related_searches,images",70,0,0.65,3,6,0.88,HIGH,7110000,2025-12-15 08:37:18 +00:00,,,,,,234.50,3.50,0.30,0.30,0.30,0.10,,
window tint near me price,https://mrtint.ca/pricing/,transactional,"people_also_ask,people_also_search,related_searches,images",70,0,1.97,3,6,0.90,HIGH,28500000,2025-11-11 01:11:08 +00:00,3.00,1.00,3.00,3.00,3.00,286.80,38.10,5.10,4.90,15.20,4.40,0.72,1.83
windows tint near me prices,https://mrtint.ca/pricing/,"commercial,transactional,navigational","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",70,0,1.97,3,6,0.90,HIGH,8000000,2025-11-08 13:42:29 +00:00,3.00,1.00,3.00,3.00,3.00,297.20,22.20,5.00,4.90,6.90,4.60,0.72,1.83
how much car window tinting cost,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,popular_products,discussions_and_forums,video,related_searches,images",720,0,2.33,4,47,0.55,MEDIUM,3200000,2025-11-20 06:36:26 +00:00,3.00,1.00,3.00,3.00,3.00,242.90,52.60,4.10,3.90,7.20,4.70,0.73,1.87
how much is it to tint windows on car,https://mrtint.ca/pricing/,commercial,"featured_snippet,people_also_ask,video,popular_products,related_searches,images",720,0,2.33,4,47,0.55,MEDIUM,17400000,2025-11-09 06:51:15 +00:00,3.00,1.00,3.00,3.00,3.00,247.90,37.90,2.00,1.80,4.40,3.00,0.73,1.87
how much is window tint,https://mrtint.ca/pricing/,commercial,"ai_overview,popular_products,people_also_ask,discussions_and_forums,images,people_also_search,related_searches",720,0,2.33,4,47,0.55,MEDIUM,38400000,2025-11-20 06:39:48 +00:00,3.00,1.00,3.00,3.00,3.00,257.00,50.90,20.00,18.90,48.50,39.90,0.73,1.87
how much is window tinting for car,https://mrtint.ca/pricing/,"commercial,transactional","featured_snippet,people_also_ask,popular_products,related_searches,images",720,0,2.33,4,47,0.55,MEDIUM,15200000,2025-11-09 06:52:08 +00:00,3.00,1.00,3.00,3.00,3.00,259.80,26.10,0.80,0.70,2.00,1.40,0.73,1.87
car glass tint price,https://mrtint.ca/pricing/,"transactional,commercial","people_also_ask,popular_products,video,people_also_search,related_searches,images",390,0,2.13,4,25,0.42,MEDIUM,20200000,2025-11-22 17:34:34 +00:00,3.00,1.00,3.00,3.00,3.00,266.30,31.70,1.60,1.50,3.90,2.70,0.75,1.96
car window tint price,https://mrtint.ca/pricing/,transactional,"ai_overview,people_also_ask,discussions_and_forums,popular_products,related_searches,images",390,0,2.13,4,25,0.42,MEDIUM,20600000,2025-12-13 00:26:48 +00:00,3.00,1.00,3.00,3.00,3.00,292.80,22.10,1.90,1.70,4.10,2.00,0.75,1.96
cost for car window tinting,https://mrtint.ca/pricing/,commercial,"featured_snippet,discussions_and_forums,popular_products,people_also_search,related_searches,images",390,0,2.13,4,25,0.42,MEDIUM,3800000,2025-11-09 02:23:50 +00:00,3.00,1.00,3.00,3.00,3.00,245.10,41.20,2.90,2.80,4.80,3.10,0.75,1.96
tint for car windows price,https://mrtint.ca/pricing/,"transactional,commercial","popular_products,people_also_ask,discussions_and_forums,people_also_search,related_searches,images",390,0,2.13,4,25,0.42,MEDIUM,10600000,2025-11-09 01:54:55 +00:00,3.00,1.00,3.00,3.00,3.00,259.30,32.50,1.60,1.50,3.90,2.70,0.75,1.96
tinted car windows price,https://mrtint.ca/pricing/,"transactional,commercial","ai_overview,popular_products,discussions_and_forums,related_searches,images",390,0,2.13,4,25,0.42,MEDIUM,21400000,2025-12-12 19:26:31 +00:00,3.00,1.00,3.00,3.00,3.00,292.80,22.10,1.90,1.70,4.10,2.00,0.75,1.96
tinting windows cost,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,images,discussions_and_forums,popular_products,related_searches",320,0,2.17,4,21,0.30,LOW,3170000,2025-11-07 09:32:17 +00:00,3.00,1.00,3.00,3.00,3.00,250.10,26.10,0.80,0.70,2.00,1.40,0.73,1.67
car window tinting scarborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",210,4,4.01,4,13,0.75,HIGH,123000,2025-12-17 06:32:46 +00:00,409.00,363.00,107.00,94.00,397.00,160.20,113.50,48.40,45.40,124.10,78.20,0.79,2.49
a5 tint,https://mrtint.ca/product/audi-a5-rs5-2017-window-tint-kit-2/,transactional,"people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",170,0,,4,11,0.09,LOW,3500000,2025-12-04 01:00:48 +00:00,,,,,,592.10,5.80,0.40,0.40,0.40,0.10,1.28,1.90
auto window tint cost,https://mrtint.ca/pricing/,"transactional,commercial","featured_snippet,people_also_ask,discussions_and_forums,popular_products,people_also_search,related_searches,images",170,0,1.73,4,11,0.12,LOW,11000000,2025-11-12 06:50:43 +00:00,3.00,1.00,3.00,3.00,3.00,247.90,37.30,2.10,1.90,5.40,3.10,0.73,1.72
cost to tint a car window,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,images,discussions_and_forums,people_also_search,related_searches",170,0,1.45,4,11,0.66,MEDIUM,16600000,2025-12-14 06:43:48 +00:00,3.00,1.00,3.00,3.00,3.00,257.70,36.70,2.10,1.90,5.40,3.10,0.72,1.57
cost to tint car window,https://mrtint.ca/pricing/,commercial,"ai_overview,people_also_ask,discussions_and_forums,images,related_searches",170,0,1.45,4,11,0.66,MEDIUM,11100000,2025-12-14 06:43:40 +00:00,3.00,1.00,3.00,3.00,3.00,243.80,22.10,1.90,1.70,4.10,2.00,0.72,1.57
